player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position,player_stats_url,Age
Fábio Vieira,Portugal,Left,2000-05-30,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/438098.png,Portugal,Arsenal,Midfielder,https://www.premierleague.com/en/players/438098/fabio-vieira/stats,25
Will Fish,England,Right,2003-02-17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Defender,https://www.premierleague.com/en/players/461566/will-fish/stats,22
Jayce Fitzgerald,England,Right,2007-05-09,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder,https://www.premierleague.com/en/players/556639/jayce-fitzgerald/stats,18
Mark Flekken,Netherlands,Both,1993-06-13,0,0,0.0,1588,72,774,44,0,0,0,0,0,0,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,55,7,153,1,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/118342.png,Netherlands,Brentford,Goalkeeper,https://www.premierleague.com/en/players/118342/mark-flekken/stats,32
Jack Fletcher,England,Left,2007-03-19,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder,https://www.premierleague.com/en/players/547037/jack-fletcher/stats,18
Phil Foden,England,Left,2000-05-28,28,8,5.34,852,89,44,77,1779,64,13,9,1,0,2,5.16,87,3,2,8,26,38,37,38,5,7,1,3,19,46,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209244.png,England,Manchester City,Midfielder,https://www.premierleague.com/en/players/209244/phil-foden/stats,25
Wes Foderingham,England,Left,1991-01-14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/82143.png,England,West Ham United,Goalkeeper,https://www.premierleague.com/en/players/82143/wes-foderingham/stats,34
Wesley Fofana,France,Right,2000-12-17,0,0,0.22,781,91,33,42,1176,64,13,14,9,0,7,0.44,12,27,0,0,0,0,11,73,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/444463.png,France,Chelsea,Defender,https://www.premierleague.com/en/players/444463/wesley-fofana/stats,24
David Datro Fofana,Cote d’Ivoire,Right,2002-12-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Cote d’Ivoire,Chelsea,Forward,https://www.premierleague.com/en/players/520295/david-datro-fofana/stats,22
Carlos Forbs,Portugal,Left,2004-03-19,10,9,0.11,80,71,0,0,232,17,8,1,0,0,2,0.14,14,1,0,0,9,11,12,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/463212.png,Portugal,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/463212/carlos-forbs/stats,21
Omari Forson,England,Left,2004-07-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder,https://www.premierleague.com/en/players/487828/omari-forson/stats,21
Fraser Forster,England,Right,1988-03-17,0,0,0.0,167,83,38,39,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,1,29,2,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/40383.png,England,Tottenham Hotspur,Goalkeeper,https://www.premierleague.com/en/players/40383/fraser-forster/stats,37
Tyrese Francois,Australia,Left,2000-07-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/432931.png,Australia,Fulham,Midfielder,https://www.premierleague.com/en/players/432931/tyrese-francois/stats,25
Matheus França,Brazil,Right,2004-04-01,4,4,0.18,14,71,0,0,52,3,2,1,1,0,0,0.25,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Brazil,Crystal Palace,Forward,https://www.premierleague.com/en/players/536694/matheus-franca/stats,21
Nathan Fraser,Ireland,Right,2005-02-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/531363.png,Ireland,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/531363/nathan-fraser/stats,20
Ryan Fraser,Scotland,Right,1994-02-24,8,4,0.0,87,85,0,0,306,14,6,1,1,1,0,0.0,3,2,0,0,0,0,3,67,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/90105.png,Scotland,Southampton,Midfielder,https://www.premierleague.com/en/players/90105/ryan-fraser/stats,31
Ryan Fredericks,England,Right,1992-10-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/81012.png,England,Bournemouth,Defender,https://www.premierleague.com/en/players/81012/ryan-fredericks/stats,32
Benjamin Fredrick,Nigeria,Right,2005-05-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/612534.png,Nigeria,Brentford,Defender,https://www.premierleague.com/en/players/612534/benjamin-fredrick/stats,20
Tyler Fredricson,England,Right,2005-02-23,0,0,0.02,122,90,8,50,166,15,5,1,0,0,0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Defender,https://www.premierleague.com/en/players/547676/tyler-fredricson/stats,20
Fábio Carvalho,Portugal,Right,2002-08-30,19,16,0.56,166,75,10,50,446,27,13,3,1,0,1,2.51,24,2,1,5,5,20,12,17,5,2,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244858.png,Portugal,Brentford,Midfielder,https://www.premierleague.com/en/players/244858/fabio-carvalho/stats,23
Jorginho,Italy,Right,1991-12-20,15,6,0.59,473,87,28,43,702,31,12,7,0,0,5,0.06,3,2,0,0,0,0,3,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/85955.png,Italy,Arsenal,Midfielder,https://www.premierleague.com/en/players/85955/jorginho/stats,33
Remo Freuler,Switzerland,Right,1992-04-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/89076.png,Switzerland,Nottingham Forest,Midfielder,https://www.premierleague.com/en/players/89076/remo-freuler/stats,33
João Félix,Portugal,Right,1999-11-10,12,9,0.45,195,86,9,56,364,39,8,3,0,0,2,2.23,30,4,1,3,0,0,24,42,6,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/428399.png,Portugal,Chelsea,Forward,https://www.premierleague.com/en/players/428399/joao-felix/stats,25
Niclas Füllkrug,Germany,Right,1993-02-09,18,12,0.42,196,68,9,44,788,50,4,1,0,0,2,2.17,40,39,2,6,0,0,7,14,21,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/91889.png,Germany,West Ham United,Forward,https://www.premierleague.com/en/players/91889/niclas-fullkrug/stats,32
Cody Gakpo,Netherlands,Right,1999-05-07,35,12,3.77,547,84,18,72,1938,107,28,12,3,0,5,7.09,124,17,4,17,74,15,52,60,20,10,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/243298.png,Netherlands,Liverpool,Forward,https://www.premierleague.com/en/players/243298/cody-gakpo/stats,26
Conor Gallagher,England,Right,2000-02-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232787.png,England,Chelsea,Midfielder,https://www.premierleague.com/en/players/232787/conor-gallagher/stats,25
Tomas Galvez,Finland,Left,2005-01-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Finland,Manchester City,Defender,https://www.premierleague.com/en/players/533713/tomas-galvez/stats,20
Gonçalo Guedes,Portugal,Right,1996-11-29,29,19,0.93,310,77,23,39,987,47,16,5,0,0,1,3.2,41,6,4,5,21,29,24,38,15,2,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/181284.png,Portugal,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/181284/goncalo-guedes/stats,28
Andrés García,Spain,Right,2003-02-07,7,2,0.45,158,92,6,50,317,14,9,2,0,0,0,0.04,2,0,0,0,18,28,17,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Spain,Aston Villa,Defender,https://www.premierleague.com/en/players/606798/andres-garcia/stats,22
Joe Gardner,Ireland,Right,2005-06-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/536681.png,England,Nottingham Forest,Forward,https://www.premierleague.com/en/players/536681/joe-gardner/stats,20
Alejandro Garnacho,Argentina,Right,2004-07-01,36,13,2.77,750,83,28,64,2195,102,30,13,0,0,3,7.33,186,3,2,39,55,15,81,32,12,6,3,10,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/493105.png,Argentina,Manchester United,Forward,https://www.premierleague.com/en/players/493105/alejandro-garnacho/stats,21
James Garner,England,Right,2001-03-13,21,4,1.38,698,82,55,51,1594,80,47,23,4,0,5,0.67,15,11,1,4,28,18,19,37,20,0,1,0,2,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232928.png,England,Everton,Midfielder,https://www.premierleague.com/en/players/232928/james-garner/stats,24
Joe Gauci,Australia,Right,2000-07-04,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/462492.png,Australia,Aston Villa,Goalkeeper,https://www.premierleague.com/en/players/462492/joe-gauci/stats,25
Billy Gee,England,Right,2005-07-30,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Defender,https://www.premierleague.com/en/players/518891/billy-gee/stats,20
Tyrique George,England,Right,2006-02-04,8,7,0.27,50,82,0,0,178,5,2,2,0,0,1,0.2,10,0,1,0,3,33,5,60,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/550615.png,England,Chelsea,Forward,https://www.premierleague.com/en/players/550615/tyrique-george/stats,19
Saman Ghoddos,Iran,Right,1993-09-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/205836.png,Iran,Brentford,Forward,https://www.premierleague.com/en/players/205836/saman-ghoddos/stats,32
Morgan Gibbs-White,England,Right,2000-01-27,0,0,4.69,1213,81,82,62,2822,154,43,23,5,1,9,6.34,97,41,8,15,45,29,66,47,38,7,0,7,13,1,34,4,4,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/222531.png,England,Nottingham Forest,Midfielder,https://www.premierleague.com/en/players/222531/morgan-gibbs-white/stats,25
Bryan Gil,Spain,Left,2001-02-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/436234.png,Spain,Tottenham Hotspur,Forward,https://www.premierleague.com/en/players/436234/bryan-gil/stats,24
Alfie Gilchrist,England,Right,2003-11-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/514280.png,England,Chelsea,Defender,https://www.premierleague.com/en/players/514280/alfie-gilchrist/stats,21
Mark Gillespie,England,Right,1992-03-27,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/81441.png,England,Newcastle United,Goalkeeper,https://www.premierleague.com/en/players/81441/mark-gillespie/stats,33
Billy Gilmour,Scotland,Right,2001-06-11,2,1,0.04,66,88,7,57,97,7,3,0,0,0,0,0.08,0,0,0,0,0,0,2,50,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/243568.png,Scotland,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/243568/billy-gilmour/stats,24
Ben Godfrey,England,Right,1998-01-15,3,1,0.02,50,82,0,0,159,4,1,2,1,0,1,0.0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/198826.png,England,Ipswich Town,Defender,https://www.premierleague.com/en/players/198826/ben-godfrey/stats,27
Martial Godo,Cote d’Ivoire,Right,2003-03-14,2,2,0.08,14,71,0,0,21,1,0,1,0,0,0,0.0,7,0,0,0,0,0,4,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/573062.png,Cote d’Ivoire,Fulham,Forward,https://www.premierleague.com/en/players/573062/martial-godo/stats,22
Harvey Godsmark-Ford,England,Right,2003-09-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Leicester City,Midfielder,https://www.premierleague.com/en/players/500280/harvey-godsmark-ford/stats,21
Michael Golding,England,Right,2006-05-23,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/549640.png,England,Leicester City,Midfielder,https://www.premierleague.com/en/players/549640/michael-golding/stats,19
Toti Gomes,Portugal,Left,1999-01-16,31,1,0.6,1665,87,141,35,2615,149,61,25,17,0,7,0.73,20,53,1,0,13,23,30,67,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/510362.png,Portugal,Wolverhampton Wanderers,Defender,https://www.premierleague.com/en/players/510362/toti-gomes/stats,26
Mauro Bandeira,Portugal,Right,2003-11-18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Portugal,Arsenal,Midfielder,https://www.premierleague.com/en/players/504751/mauro-bandeira/stats,21
Beto,Guinea-Bissau,Right,1998-01-31,30,15,0.47,264,59,8,38,1528,155,14,4,2,0,2,7.86,92,99,0,18,4,25,36,53,33,8,2,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/486385.png,Guinea-Bissau,Everton,Forward,https://www.premierleague.com/en/players/486385/beto/stats,27
João Gomes,Brazil,Right,2001-02-12,36,1,1.9,1574,86,84,52,2987,204,116,25,4,1,9,2.89,46,11,1,7,28,21,58,52,70,3,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/448089.png,Brazil,Wolverhampton Wanderers,Midfielder,https://www.premierleague.com/en/players/448089/joao-gomes/stats,24
Joe Gomez,England,Right,1997-05-23,9,3,0.1,416,89,28,46,519,25,13,7,6,0,1,0.33,5,9,0,0,2,50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/171287.png,England,Liverpool,Defender,https://www.premierleague.com/en/players/171287/joe-gomez/stats,28
Nico González,Spain,Right,2002-01-03,11,2,0.49,621,92,17,47,763,38,16,8,0,0,3,0.48,11,16,0,0,0,0,4,25,13,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Spain,Manchester City,Midfielder,https://www.premierleague.com/en/players/465694/nico-gonzalez/stats,23
Enso González,Paraguay,Left,2005-01-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Paraguay,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/593001/enso-gonzalez/stats,20
Charlie Goode,England,Right,1995-08-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/213687.png,England,Brentford,Defender,https://www.premierleague.com/en/players/213687/charlie-goode/stats,30
Anthony Gordon,England,Right,2001-02-24,34,6,5.11,809,81,38,58,2444,149,32,7,2,0,2,8.03,139,8,5,20,76,28,85,45,20,6,1,8,12,53,0,1,1,0,0,0,0,0,0,0,2,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232826.png,England,Newcastle United,Forward,https://www.premierleague.com/en/players/232826/anthony-gordon/stats,24
Kaide Gordon,England,Left,2004-10-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/496185.png,England,Liverpool,Forward,https://www.premierleague.com/en/players/496185/kaide-gordon/stats,20
Daniel Gore,England,Right,2004-09-26,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder,https://www.premierleague.com/en/players/504598/daniel-gore/stats,20
Jimi Gower,England,Right,2004-10-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Arsenal,Midfielder,https://www.premierleague.com/en/players/538182/jimi-gower/stats,20
Hubert Graczyk,Poland,Right,2003-02-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/439483.png,Poland,Manchester United,Goalkeeper,https://www.premierleague.com/en/players/439483/hubert-graczyk/stats,22
True Grant,England,Right,2005-11-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Goalkeeper,https://www.premierleague.com/en/players/500051/true-grant/stats,19
Ryan Gravenberch,Netherlands,Right,2002-05-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/441266.png,Netherlands,Liverpool,Midfielder,https://www.premierleague.com/en/players/441266/ryan-gravenberch/stats,23
Archie Gray,England,Right,2006-03-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/547701.png,England,Tottenham Hotspur,Midfielder,https://www.premierleague.com/en/players/547701/archie-gray/stats,19
Jack Grealish,England,Right,1995-09-10,20,13,1.69,412,91,12,83,715,48,9,2,2,0,3,1.13,75,1,1,7,16,19,22,59,5,1,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/114283.png,England,Manchester City,Midfielder,https://www.premierleague.com/en/players/114283/jack-grealish/stats,29
Jacob Greaves,England,Left,2000-09-12,0,0,0.21,1095,87,80,30,2205,148,40,21,26,0,5,1.31,24,85,0,5,0,0,5,80,16,1,1,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/449429.png,England,Ipswich Town,Defender,https://www.premierleague.com/en/players/449429/jacob-greaves/stats,24
Mason Greenwood,England,Both,2001-10-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/220688.png,England,Manchester United,Forward,https://www.premierleague.com/en/players/220688/mason-greenwood/stats,23
Ben Greenwood,England,Right,2003-02-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Bournemouth,Defender,https://www.premierleague.com/en/players/474772/ben-greenwood/stats,22
Seán Grehan,Ireland,Right,2004-01-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Crystal Palace,Defender,https://www.premierleague.com/en/players/491250/sean-grehan/stats,21
Harvey Griffiths,England,Right,2003-09-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Wolverhampton Wanderers,Midfielder,https://www.premierleague.com/en/players/449133/harvey-griffiths/stats,21
Pascal Groß,Germany,Right,1991-06-15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/60307.png,Germany,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/60307/pascal-gro/stats,34
